,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
17,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Shoppers Drug Mart,43.683881,-79.564842,Pharmacy
18,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Rexall,43.679583,-79.5466,Pharmacy
19,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Tim Hortons,43.6911866,-79.5765853,Coffee Shop
20,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Tim Hortons,43.6961701,-79.5449216,Coffee Shop
21,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Martingrove Fish and Chips,43.690537,-79.561878,American Restaurant
22,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Emiliano and Ana's No Frills,43.695887,-79.544835,Grocery Store
23,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Country Style,43.694366,-79.557439,Coffee Shop
24,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Petro-Canada,43.690516,-79.574127,Gas Station
25,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Makimono,43.69081459766855,-79.57547516246183,Sushi Restaurant
26,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,The Beer Store,43.6795838,-79.5466,Beer Store
27,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,LCBO,43.68348891507095,-79.5648357415307,Liquor Store
28,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Anchor Bar,43.690916932222486,-79.57587657682883,Wings Joint
29,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Subway,43.69132608917653,-79.57664716319465,Sandwich Place
30,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Mr. Sub,43.68350044149657,-79.56558187742183,Sandwich Place
31,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Pizza Nova,43.683456,-79.565813,Pizza Place
32,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Martinway Plaza,43.68334189594873,-79.56567516356806,Shopping Mall
33,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Playdium Store,43.69700798882373,-79.56600989542194,Gaming Cafe
34,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Perkins Restaurant & Bakery,43.691977481453655,-79.57281053066248,American Restaurant
35,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Quesada Burritos & Tacos,43.690665051829924,-79.57649854425077,Mexican Restaurant
36,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Paintball City,43.687947478214866,-79.57202168894739,Paintball Field
37,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Fitness Depot,43.6987538690321,-79.56504959581368,Sporting Goods Shop
38,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Westgrove Park,43.68226176251277,-79.56823775141896,Park
39,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Badlands Paintball,43.68801513911509,-79.5725154876709,Sporting Goods Shop
40,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,TTC 37 Islington Bus,43.697041965656226,-79.54638484438856,Bus Line
41,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,241 Pizza,43.69677503568423,-79.54421369229051,Pizza Place
42,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Budget Car Rental (Budget Car & Truck Rental),43.692009,-79.575354,Rental Car Location
43,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Self Stor Storage,43.68530574741902,-79.57488807033842,Storage Facility
44,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,East Side Mario's Etobicoke,43.69143861415416,-79.57663590716959,Restaurant
45,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Swiss Chalet,43.69139377630874,-79.57654237805048,Restaurant
46,"Kingsview Village, St. Phillips, Martin Grove Gardens, Richview Gardens",43.6898,-79.5582,Tim Hortons,43.6912139,-79.5766059,Coffee Shop
47,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Drupati's Doubles & Roti Shop,43.73622193506543,-79.56347091954379,Caribbean Restaurant
48,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Wok of Asia,43.73415221096142,-79.60577591204354,Chinese Restaurant
49,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Samosa & Sweet Factory,43.74659,-79.615189,Indian Restaurant
50,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Subway,43.74264512142215,-79.58964323010724,Sandwich Place
51,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Shoppers Drug Mart,43.741685,-79.584487,Pharmacy
52,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,The Beer Store,43.7416936,-79.5843728,Beer Store
53,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Burger Boy,43.731017899651945,-79.60045323797581,Burger Joint
54,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Crave Grillhouse,43.73518853638509,-79.60533057554586,Steakhouse
55,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Tim Hortons,43.75075660470557,-79.5853357488109,Coffee Shop
56,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Popeyes Louisiana Kitchen,43.74120165509377,-79.58454469276013,Fried Chicken Joint
57,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Westwood Arenas,43.740153,-79.608257,Skating Rink
58,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Starbucks,43.73498333421917,-79.60142065151811,Coffee Shop
59,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,McDonald's,43.738385509969376,-79.60612021747983,Fast Food Restaurant
60,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Tim Hortons,43.7434787,-79.6061891,Coffee Shop
61,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Tandoori Time,43.74310572033939,-79.60291919562421,Indian Restaurant
62,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Bestco Food Mart,43.73285792914472,-79.58905851727212,Grocery Store
63,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Sheriff's No Frills,43.741696,-79.584379,Grocery Store
64,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Tim Hortons,43.735297451094006,-79.60582374182889,Coffee Shop
65,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Pizza Hut,43.74347286467783,-79.59570831740187,Pizza Place
66,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Pizza Pizza,43.74156896801906,-79.58448886871338,Pizza Place
67,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Rajdhani Sweets & Restaurant,43.738409332720884,-79.56624585320077,Indian Restaurant
68,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Dairy Queen,43.73623241974099,-79.56530906640637,Ice Cream Shop
69,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Madras Dosa Hut,43.7371563782527,-79.56645986088876,Indian Restaurant
70,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,TD Canada Trust,43.7569394,-79.5891676,Bank
71,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Burger King,43.73486379060625,-79.60442841053009,Fast Food Restaurant
72,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Sunny Foodmart,43.74184023292111,-79.59056069637506,Grocery Store
73,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Pizza Pizza,43.73320180735727,-79.59253758451516,Pizza Place
74,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Shoppers Drug Mart,43.748207,-79.561,Pharmacy
75,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,RBC Royal Bank,43.73781816269557,-79.56589538469277,Bank
76,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,McDonald's,43.7417571,-79.5842303,Fast Food Restaurant
77,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,TD Canada Trust Branch and ATM,43.74887976204649,-79.56119104290337,Bank
78,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Mr. Greek Mediterranean Bar + Grill,43.73508577247078,-79.60523511255566,Greek Restaurant
79,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Tim Hortons,43.73788121336188,-79.56689089536667,Coffee Shop
80,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Pizza Pizza,43.73661915057897,-79.56459962336204,Pizza Place
81,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Petro-Canada,43.744102,-79.60681,Gas Station
82,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Canadian Tire,43.74184391350161,-79.5822936889543,Hardware Store
83,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Brar Pakwan,43.73808211197717,-79.56603733231371,Indian Restaurant
84,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,KFC,43.7432,-79.6048,Fast Food Restaurant
85,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Petro-Canada,43.759759,-79.590726,Gas Station
86,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Dr. Flea's Flea Market,43.74218009362643,-79.60551631496698,Flea Market
87,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Country Style,43.72853478134802,-79.57440692805875,Coffee Shop
88,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Rowntree Mills Park,43.74820364138686,-79.57318067550659,Park
89,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Irene Risk Park,43.74610340318064,-79.56795790058764,Park
90,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Drupati's Doubles & Roti Shop,43.736214,-79.605576,Caribbean Restaurant
91,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Gord & Irene Risk C.S.,43.74397080909541,-79.56712000573103,Skating Rink
92,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Roti-Roti Family Restaurant,43.73624095343682,-79.56353138707921,Caribbean Restaurant
93,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Subway,43.73505694636511,-79.60584093979776,Sandwich Place
94,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Desi Spice,43.73473,-79.60612,Indian Restaurant
95,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Panini Pit,43.73849940773451,-79.60922956466675,Italian Restaurant
96,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Ester Lorrie Park,43.727337,-79.579394,Park
97,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Smithfield Park,43.75559306447896,-79.60474402279154,Baseball Field
98,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,The Humber Room,43.73146661426161,-79.6065965806864,Restaurant
99,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Sunnydale Outdoor Rink,43.724608315536685,-79.57806490716482,Skating Rink
100,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Williams Fresh Cafe,43.72802757390463,-79.6061906941248,Café
101,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Humber Spa,43.729801465657914,-79.60890769958496,Spa
102,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Capri Pastries,43.760233278306124,-79.57168917410124,Bakery
103,"South Steeles, Silverstone, Humbergate, Jamestown, Mount Olive, Beaumond Heights, Thistletown, Albion Gardens",43.7432,-79.5876,Exotic indian cuisine,43.74595639589435,-79.61583823447498,Indian Restaurant
104,"Northwest, West Humber - Clairville",43.7144,-79.5909,Fortinos,43.721438,-79.596291,Grocery Store
105,"Northwest, West Humber - Clairville",43.7144,-79.5909,Humber Arboretum,43.72465342539647,-79.60800647735596,Garden
106,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.71465748224628,-79.59371566772467,Coffee Shop
107,"Northwest, West Humber - Clairville",43.7144,-79.5909,Mandarin Buffet,43.7203596,-79.5943875,Chinese Restaurant
108,"Northwest, West Humber - Clairville",43.7144,-79.5909,Golden Asian,43.71124779631982,-79.56596849779808,Asian Restaurant
109,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tre Rose Bakery,43.7164913472275,-79.56928808308881,Bakery
110,"Northwest, West Humber - Clairville",43.7144,-79.5909,Wally's Grill,43.71073634197878,-79.56588067588311,Diner
111,"Northwest, West Humber - Clairville",43.7144,-79.5909,Chubby's Fish N' Chips,43.7151901026172,-79.55534628122035,Fish & Chips Shop
112,"Northwest, West Humber - Clairville",43.7144,-79.5909,Wok of Asia,43.73415221096142,-79.60577591204354,Chinese Restaurant
113,"Northwest, West Humber - Clairville",43.7144,-79.5909,Woodbine Racetrack,43.716673372932725,-79.6049620534349,Racecourse
114,"Northwest, West Humber - Clairville",43.7144,-79.5909,Ginko,43.68919348672182,-79.57844087379546,Japanese Restaurant
115,"Northwest, West Humber - Clairville",43.7144,-79.5909,Burger Boy,43.731017899651945,-79.60045323797581,Burger Joint
116,"Northwest, West Humber - Clairville",43.7144,-79.5909,Fitness 365,43.6984228592084,-79.56421141496305,Gym
117,"Northwest, West Humber - Clairville",43.7144,-79.5909,Bulk Barn,43.720289723938166,-79.60088657671135,Food & Drink Shop
118,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.7152941,-79.6285753,Coffee Shop
119,"Northwest, West Humber - Clairville",43.7144,-79.5909,Starbucks,43.72867,-79.608169,Coffee Shop
120,"Northwest, West Humber - Clairville",43.7144,-79.5909,Hilton Garden Inn,43.6899014,-79.6064597,Hotel
121,"Northwest, West Humber - Clairville",43.7144,-79.5909,401 Diner,43.700939740345575,-79.56244301714327,Breakfast Spot
122,"Northwest, West Humber - Clairville",43.7144,-79.5909,Winners,43.7198189817913,-79.5949226617813,Department Store
123,"Northwest, West Humber - Clairville",43.7144,-79.5909,Faley Restaurant,43.713816758640164,-79.55867566515604,Asian Restaurant
124,"Northwest, West Humber - Clairville",43.7144,-79.5909,Delta Hotels by Marriott Toronto Airport & Conference Centre,43.68899323056975,-79.57790675791335,Hotel
125,"Northwest, West Humber - Clairville",43.7144,-79.5909,Residence Inn Toronto Airport,43.690119405110856,-79.58792998457284,Hotel
126,"Northwest, West Humber - Clairville",43.7144,-79.5909,Harvey's,43.712145722503486,-79.57735751231331,Restaurant
127,"Northwest, West Humber - Clairville",43.7144,-79.5909,Sushi Ya,43.69036290634127,-79.57596413416118,Sushi Restaurant
128,"Northwest, West Humber - Clairville",43.7144,-79.5909,Schuey's Bar and Grill,43.700943561076556,-79.57543658325682,Burger Joint
129,"Northwest, West Humber - Clairville",43.7144,-79.5909,Staples Rexdale,43.7185385,-79.5945701,Paper / Office Supplies Store
130,"Northwest, West Humber - Clairville",43.7144,-79.5909,TD Canada Trust,43.7196303,-79.5998964,Bank
131,"Northwest, West Humber - Clairville",43.7144,-79.5909,Crave Grillhouse,43.73518853638509,-79.60533057554586,Steakhouse
132,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.71317728570077,-79.5801859349013,Coffee Shop
133,"Northwest, West Humber - Clairville",43.7144,-79.5909,New York Fries - Woodbine Centre,43.72056849317845,-79.59960880874195,Restaurant
134,"Northwest, West Humber - Clairville",43.7144,-79.5909,Xawaash,43.71578559593828,-79.59305324759328,Mediterranean Restaurant
135,"Northwest, West Humber - Clairville",43.7144,-79.5909,Starbucks,43.73498333421917,-79.60142065151811,Coffee Shop
136,"Northwest, West Humber - Clairville",43.7144,-79.5909,Moxie's Classic Grill,43.68991781115831,-79.5907838255991,American Restaurant
137,"Northwest, West Humber - Clairville",43.7144,-79.5909,Subway,43.713118580829274,-79.5801910396703,Sandwich Place
138,"Northwest, West Humber - Clairville",43.7144,-79.5909,Bestco Food Mart,43.73285792914472,-79.58905851727212,Grocery Store
139,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.723220966539614,-79.55927208065987,Coffee Shop
140,"Northwest, West Humber - Clairville",43.7144,-79.5909,Petro-Canada,43.714398,-79.581868,Gas Station
141,"Northwest, West Humber - Clairville",43.7144,-79.5909,McDonald's,43.738385509969376,-79.60612021747983,Fast Food Restaurant
142,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.735297451094006,-79.60582374182889,Coffee Shop
143,"Northwest, West Humber - Clairville",43.7144,-79.5909,Starbucks,43.689977164018394,-79.58879619642265,Coffee Shop
144,"Northwest, West Humber - Clairville",43.7144,-79.5909,Subway,43.720549,-79.600033,Sandwich Place
145,"Northwest, West Humber - Clairville",43.7144,-79.5909,SportChek,43.72051531071165,-79.59934702623217,Sporting Goods Shop
146,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.714866277071636,-79.60468670726641,Coffee Shop
147,"Northwest, West Humber - Clairville",43.7144,-79.5909,TD Canada Trust,43.712486,-79.5680607,Bank
148,"Northwest, West Humber - Clairville",43.7144,-79.5909,Pizza Hut,43.71440907548859,-79.56867475591812,Pizza Place
149,"Northwest, West Humber - Clairville",43.7144,-79.5909,Subway,43.719069180827695,-79.57075077306126,Sandwich Place
150,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.71096700677833,-79.56690325409,Coffee Shop
151,"Northwest, West Humber - Clairville",43.7144,-79.5909,Mr. Kiwi Rice and Noodle Bar,43.69028519543438,-79.57609517169719,Thai Restaurant
152,"Northwest, West Humber - Clairville",43.7144,-79.5909,Milestones,43.690917948191455,-79.57632894329697,Restaurant
153,"Northwest, West Humber - Clairville",43.7144,-79.5909,Petro-Canada,43.712576,-79.565425,Gas Station
154,"Northwest, West Humber - Clairville",43.7144,-79.5909,McDonald's,43.717560583483795,-79.57027879017829,Fast Food Restaurant
155,"Northwest, West Humber - Clairville",43.7144,-79.5909,Burger King,43.73486379060625,-79.60442841053009,Fast Food Restaurant
156,"Northwest, West Humber - Clairville",43.7144,-79.5909,Popeyes Louisiana Kitchen,43.71593856809128,-79.55462802399225,Fried Chicken Joint
157,"Northwest, West Humber - Clairville",43.7144,-79.5909,Pizza Pizza,43.73320180735727,-79.59253758451516,Pizza Place
158,"Northwest, West Humber - Clairville",43.7144,-79.5909,KFC,43.712,-79.5671,Fast Food Restaurant
159,"Northwest, West Humber - Clairville",43.7144,-79.5909,Popeyes Louisiana Kitchen,43.74120165509377,-79.58454469276013,Fried Chicken Joint
160,"Northwest, West Humber - Clairville",43.7144,-79.5909,Sandman Signature Toronto Airport Hotel,43.689918376498554,-79.5904267486086,Hotel
161,"Northwest, West Humber - Clairville",43.7144,-79.5909,Mr. Greek Mediterranean Bar + Grill,43.73508577247078,-79.60523511255566,Greek Restaurant
162,"Northwest, West Humber - Clairville",43.7144,-79.5909,Tim Hortons,43.6911866,-79.5765853,Coffee Shop
163,"Northwest, West Humber - Clairville",43.7144,-79.5909,Subway,43.71613796884351,-79.55477748471475,Sandwich Place
164,"Northwest, West Humber - Clairville",43.7144,-79.5909,Canlan Ice Sports,43.699645060579336,-79.5762348804572,Skating Rink
165,"Northwest, West Humber - Clairville",43.7144,-79.5909,Graffiti's,43.687943297108035,-79.59637351622737,Italian Restaurant
166,"Northwest, West Humber - Clairville",43.7144,-79.5909,Mcdonald's in Walmart,43.71425035315577,-79.55328855960575,Fast Food Restaurant
167,"Northwest, West Humber - Clairville",43.7144,-79.5909,Starbucks,43.689422,-79.578078,Coffee Shop
168,"Northwest, West Humber - Clairville",43.7144,-79.5909,Routes Car & Truck Rental,43.716474114729415,-79.62555055069457,Rental Car Location
169,"Northwest, West Humber - Clairville",43.7144,-79.5909,The Fox Bistro,43.69206709550639,-79.57669839357013,Restaurant
170,"Northwest, West Humber - Clairville",43.7144,-79.5909,Petro-Canada,43.690516,-79.574127,Gas Station
171,"Northwest, West Humber - Clairville",43.7144,-79.5909,Makimono,43.69081459766855,-79.57547516246183,Sushi Restaurant
172,"Northwest, West Humber - Clairville",43.7144,-79.5909,Subway,43.69132608917653,-79.57664716319465,Sandwich Place
173,"Northwest, West Humber - Clairville",43.7144,-79.5909,Radisson Suite Hotel Toronto Airport,43.69217336138681,-79.57661926746368,Hotel
174,"Northwest, West Humber - Clairville",43.7144,-79.5909,La Brasserie,43.690075231132084,-79.58378687732292,Steakhouse
