CODE,CODE,CODE Latitude,CODE Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
19128,19128,40.0402,-75.2231,Wawa,40.040592,-75.223555,Convenience Store
19128,19128,40.0402,-75.2231,CVS pharmacy,40.04065661425741,-75.22396879920886,Pharmacy
19128,19128,40.0402,-75.2231,Gorgas Park,40.03681511027442,-75.22068500518799,Playground
19128,19128,40.0402,-75.2231,Redbox,40.04084396362305,-75.22368621826172,Video Store
19128,19128,40.0402,-75.2231,Daiva's Diner,40.04136374597829,-75.22559559017252,Diner
19128,19128,40.0402,-75.2231,Parker Pub,40.04233186931004,-75.22639530482546,Bar
19128,19128,40.0402,-75.2231,McDonald's,40.0428246985614,-75.223848519431,Fast Food Restaurant
19128,19128,40.0402,-75.2231,Lucky Garden,40.039715,-75.223668,Chinese Restaurant
19128,19128,40.0402,-75.2231,Fountain Street Auto,40.038684,-75.22280400000001,Automotive Shop
19128,19128,40.0402,-75.2231,Ridge Diner,40.0413703918457,-75.22615814208984,Diner
19128,19128,40.0402,-75.2231,Pastore Auto Tags & Insurance,40.041961,-75.226199,Insurance Office
19128,19128,40.0402,-75.2231,PTG Catering,40.042815999999995,-75.226396,Italian Restaurant
19128,19128,40.0402,-75.2231,Gil's Restaurant,40.042798,-75.226774,Italian Restaurant
19128,19128,40.0402,-75.2231,Gorgas Park 21st Ward War Memorial,40.03657913208008,-75.22001647949219,Monument / Landmark
19128,19128,40.0402,-75.2231,Gorgas Park Tennis Courts,40.035919189453125,-75.2242202758789,Tennis Stadium
19128,19128,40.0402,-75.2231,Roxborough Track,40.03582041089888,-75.22343257182625,Track
19128,19128,40.0402,-75.2231,Roxborough High School Football Field,40.03574690463833,-75.2235522281004,Track
19102,19102,39.9489,-75.1661,The Sporting Club at the Bellevue,39.94869130300029,-75.1646014254857,Gym
19102,19102,39.9489,-75.1661,Elixr Coffee Roasters,39.949243467562525,-75.16671627759933,Coffee Shop
19102,19102,39.9489,-75.1661,Oyster House,39.95041501026734,-75.16653292910065,Seafood Restaurant
19102,19102,39.9489,-75.1661,Butcher and Singer,39.9493338,-75.1661758,Steakhouse
19102,19102,39.9489,-75.1661,Rescue Spa,39.9501334420508,-75.16746420591018,Spa
19102,19102,39.9489,-75.1661,Holt's Cigar Company,39.949700826747666,-75.16706249721804,Smoke Shop
19102,19102,39.9489,-75.1661,Mission Taqueria,39.950389021762504,-75.16650396969168,Taco Place
19102,19102,39.9489,-75.1661,Monk's Cafe,39.94768149449814,-75.1680031887503,Gastropub
19102,19102,39.9489,-75.1661,Alice Pizza,39.94834584932244,-75.16616536202493,Pizza Place
19102,19102,39.9489,-75.1661,Dhyana Yoga,39.949882188982755,-75.16799018824945,Yoga Studio
19102,19102,39.9489,-75.1661,Flywheel Sports,39.94865,-75.16697,Cycle Studio
19102,19102,39.9489,-75.1661,Snap Custom Pizza,39.95041780860292,-75.16615225612854,Pizza Place
19102,19102,39.9489,-75.1661,Harp & Crown,39.9505301,-75.1668181,New American Restaurant
19102,19102,39.9489,-75.1661,Bikram Yoga of Philadelphia,39.95048564629284,-75.16658870448565,Yoga Studio
19102,19102,39.9489,-75.1661,Academy of Music,39.948245433481425,-75.16530846773172,Opera House
19102,19102,39.9489,-75.1661,Goldie,39.95042549741051,-75.16685017968908,Israeli Restaurant
19102,19102,39.9489,-75.1661,Rival Bros Coffee Bar,39.94736647025204,-75.16768332403467,Coffee Shop
19102,19102,39.9489,-75.1661,DanDan 担担食府,39.95024793731709,-75.16740847253556,Chinese Restaurant
19102,19102,39.9489,-75.1661,Body Restoration Spa,39.949977625932796,-75.16801457003365,Spa
19102,19102,39.9489,-75.1661,Max Brenner,39.94912413040812,-75.16602616409749,Dessert Shop
19102,19102,39.9489,-75.1661,Escape The Room Philadelphia,39.949658726991906,-75.16741480117598,General Entertainment
19102,19102,39.9489,-75.1661,Kimmel Center for the Performing Arts,39.946784911518534,-75.16523412875053,Concert Hall
19102,19102,39.9489,-75.1661,Anthony's O2 Skincare Lounge,39.9502073,-75.16641729999999,Spa
19102,19102,39.9489,-75.1661,Pizzeria Vetri - City Center,39.949413604164526,-75.16865787310846,Pizza Place
19102,19102,39.9489,-75.1661,Insomnia Cookies,39.95078527901033,-75.16734024690761,Dessert Shop
19102,19102,39.9489,-75.1661,Racquet Club of Philadelphia,39.94902597573521,-75.16758694675066,Sports Club
19102,19102,39.9489,-75.1661,LUSH,39.9497889,-75.1671137,Cosmetics Shop
19102,19102,39.9489,-75.1661,Good Dog Bar & Restaurant,39.94876473800318,-75.16612349469233,Bar
19102,19102,39.9489,-75.1661,Real Food Eatery,39.94947915497644,-75.16756230361307,New American Restaurant
19102,19102,39.9489,-75.1661,Sahara Grill,39.94929434515194,-75.16370504378172,Falafel Restaurant
19102,19102,39.9489,-75.1661,Alma De Cuba,39.9499835,-75.1685472,Cuban Restaurant
19102,19102,39.9489,-75.1661,Ashton Cigar Bar,39.949666497851915,-75.16703586416953,Smoke Shop
19102,19102,39.9489,-75.1661,Philadelphia Runner,39.95053654349037,-75.1674454719403,Sporting Goods Shop
19102,19102,39.9489,-75.1661,Warby Parker,39.94973767360692,-75.16704462657499,Optical Shop
19102,19102,39.9489,-75.1661,The Cheesecake Factory,39.949373349697545,-75.16592396537997,American Restaurant
19102,19102,39.9489,-75.1661,Goorin Bros,39.949701,-75.165337,Accessories Store
19102,19102,39.9489,-75.1661,Del Frisco's Double Eagle Steak House,39.9509564,-75.1654591,Steakhouse
19102,19102,39.9489,-75.1661,HipCityVeg,39.950343404130734,-75.16404577670967,Vegetarian / Vegan Restaurant
19102,19102,39.9489,-75.1661,Le Pain Quotidien,39.9496177,-75.1652505,Bakery
19102,19102,39.9489,-75.1661,Banana Republic,39.949396404634136,-75.16435361426994,Clothing Store
19102,19102,39.9489,-75.1661,Philadelphia Film Center,39.950835000213864,-75.16468287084359,Movie Theater
19102,19102,39.9489,-75.1661,CorePower Yoga,39.9495955,-75.1684921,Yoga Studio
19102,19102,39.9489,-75.1661,Shiroi Hana,39.9488076745524,-75.16608815040877,Sushi Restaurant
19102,19102,39.9489,-75.1661,Dizengoff,39.95071550302768,-75.16836116134685,Israeli Restaurant
19102,19102,39.9489,-75.1661,Federal Donuts,39.950640443291896,-75.16821231523637,Donut Shop
19102,19102,39.9489,-75.1661,Tequilas,39.94855143126962,-75.16791786924912,Mexican Restaurant
19102,19102,39.9489,-75.1661,Ocean Prime,39.9501744,-75.1659315,Seafood Restaurant
19102,19102,39.9489,-75.1661,honeygrow,39.9507231094413,-75.16750087384719,Restaurant
19102,19102,39.9489,-75.1661,Suitsupply,39.948689319428716,-75.16792683720459,Men's Store
19102,19102,39.9489,-75.1661,Verizon Hall,39.946598,-75.165976,Concert Hall
19102,19102,39.9489,-75.1661,José Pistola's,39.947678,-75.166235,Mexican Restaurant
19102,19102,39.9489,-75.1661,Apple Walnut Street,39.9499474,-75.1679192,Electronics Store
19102,19102,39.9489,-75.1661,Estia,39.948334679341556,-75.16519137025192,Greek Restaurant
19102,19102,39.9489,-75.1661,The Wilma Theater,39.94704549895191,-75.16456477191734,Theater
19102,19102,39.9489,-75.1661,Kimpton Hotel Palomar Philadelphia,39.950809,-75.168642,Hotel
19102,19102,39.9489,-75.1661,Spice Finch,39.9492472507352,-75.16906783720802,Mediterranean Restaurant
19102,19102,39.9489,-75.1661,SoulCycle Rittenhouse Square,39.95060718530652,-75.167242452679,Cycle Studio
19102,19102,39.9489,-75.1661,The Capital Grille,39.95071559112756,-75.16394206082474,American Restaurant
19102,19102,39.9489,-75.1661,Salon Vanity by Edmondo Blando,39.95016645243074,-75.1689969222126,Salon / Barbershop
19102,19102,39.9489,-75.1661,UNIQLO,39.95142598079461,-75.16763404067511,Clothing Store
19102,19102,39.9489,-75.1661,Luke's Lobster,39.950642282606665,-75.16894713014693,Seafood Restaurant
19102,19102,39.9489,-75.1661,Miel Patisserie,39.94964226398159,-75.1690060385394,Bakery
19102,19102,39.9489,-75.1661,La Colombe Coffee Roasters,39.951659480836746,-75.16523808706552,Coffee Shop
19102,19102,39.9489,-75.1661,DoubleTree by Hilton,39.94790280040476,-75.16403272747993,Hotel
19102,19102,39.9489,-75.1661,Blick Art Materials,39.95062050000001,-75.1631590159559,Arts & Crafts Store
19102,19102,39.9489,-75.1661,Merriam Theater - University of the Arts,39.947610232557366,-75.16467298262316,Theater
19102,19102,39.9489,-75.1661,XIX,39.94911940000001,-75.16480608465577,New American Restaurant
19102,19102,39.9489,-75.1661,Writer's Block Rehab,39.94644951901433,-75.16360173872488,Cocktail Bar
19102,19102,39.9489,-75.1661,Indeblue,39.94847864242782,-75.16221921405011,Indian Restaurant
19102,19102,39.9489,-75.1661,Sampan,39.9495449,-75.1622095,Asian Restaurant
19102,19102,39.9489,-75.1661,Five Below,39.9512796,-75.1666933,Discount Store
19102,19102,39.9489,-75.1661,Franky Bradley's,39.948584512052285,-75.16304154608379,Cocktail Bar
19102,19102,39.9489,-75.1661,Double Knot,39.9496993,-75.1621725,Bar
19102,19102,39.9489,-75.1661,The Corner Foodery,39.95067653780198,-75.16934961204652,Deli / Bodega
19102,19102,39.9489,-75.1661,Bud & Marilyn's,39.947792141419676,-75.16225657280376,Comfort Food Restaurant
19102,19102,39.9489,-75.1661,Vetri,39.94676083993761,-75.16318323370909,Italian Restaurant
19102,19102,39.9489,-75.1661,Nomad Pizza,39.94808252420003,-75.16253618569496,Pizza Place
19102,19102,39.9489,-75.1661,Bluestone Lane,39.94897046841233,-75.16956977088739,Café
19102,19102,39.9489,-75.1661,Modern Eye,39.94905498093578,-75.16210420407685,Optical Shop
19102,19102,39.9489,-75.1661,"The Ritz-Carlton, Philadelphia",39.95144564140195,-75.16414940357208,Hotel
19102,19102,39.9489,-75.1661,Lithe Method,39.94828633516683,-75.16956653875374,Gym / Fitness Center
19102,19102,39.9489,-75.1661,Barbour,39.94958557244469,-75.16679818434972,Men's Store
19102,19102,39.9489,-75.1661,Pure Barre,39.95021281402397,-75.1691921944365,Gym
19102,19102,39.9489,-75.1661,Fogo De Chão,39.9509166,-75.1629711,Churrascaria
19102,19102,39.9489,-75.1661,El Vez,39.94975516439121,-75.1619030850894,Mexican Restaurant
19102,19102,39.9489,-75.1661,Barbuzzo Mediterranean Kitchen & Bar,39.9499825199725,-75.16198676035361,Mediterranean Restaurant
19102,19102,39.9489,-75.1661,Tredici Enoteca,39.94982216208545,-75.16203397421101,Mediterranean Restaurant
19102,19102,39.9489,-75.1661,Tiffany & Co.,39.950287,-75.169736,Jewelry Store
19102,19102,39.9489,-75.1661,&pizza,39.94905518221679,-75.16581977513638,Pizza Place
19102,19102,39.9489,-75.1661,Little Nonna's,39.94796392396066,-75.16198817025744,Italian Restaurant
19102,19102,39.9489,-75.1661,Zavino Wine Bar & Pizzeria,39.94984869564621,-75.16202952807518,Wine Bar
19102,19102,39.9489,-75.1661,Capital One 360 Café,39.94991976516422,-75.16899160571018,Café
19102,19102,39.9489,-75.1661,Green Eggs Café,39.94822970656336,-75.1622783933002,Breakfast Spot
